"Naranja", 18.34, 1040
"Batata", 25.09, 830
"Ajo", 923.65, 81
"Espárrago", 622.67, 192
"Ciruela", 956.04, 999
"Repollo", 8.91, 602
"Champignon", 3631.72, 113
"Durazno", 127.32, 928
"Pera", 160.41, 910
"Cebolla", 78.90, 784
"Lechuga", 44.45, 801
"Uva", 719.36, 249
"Zanahoria", 27.52, 636
"Lima", 1235.89, 184
"Mandarina", 15.71, 1160
"Sandía", 51.03, 1017
"Ciruela", 970.50, 909
"Coliflor", 34.60, 480
"Lima", 1043.39, 216
"Acelga", 19.88, 963
"Higo", 2545.85, 109
"Lechuga", 31.46, 981
"Coliflor", 29.30, 585
"Batata", 21.16, 1060
"Lima", 1290.68, 238
"Kiwi", 424.74, 360
"Cebolla", 60.17, 848
"Higo", 2544.29, 80
"Rabanito", 216.25, 294
"Champignon", 3636.21, 118
"Palta", 496.16, 465
"Manzana", 138.26, 950
"Durazno", 165.94, 856
"Durazno", 152.29, 768
"Espárrago", 621.90, 192
"Berenjena", 58.42, 702
"Cebolla", 59.99, 768
"Palta", 486.04, 535
"Higo", 2481.28, 117
"Pomelo", 56.04, 1071
"Rabanito", 217.19, 345
"Melón", 129.43, 372
"Ciruela", 932.77, 729
"Batata", 23.21, 1030
"Batata", 12.33, 1130
"Champignon", 3559.16, 89
"Rabanito", 255.73, 360
"Caqui", 798.17, 97
"Tomate", 701.26, 810
"Pomelo", 46.14, 990
"Pomelo", 37.66, 747
"Calabaza", 22.46, 672
"Coliflor", 30.88, 460
"Sandía", 59.77, 981
"Mandarina", 21.31, 1200
"Brócoli", 380.26, 376
"Cebolla", 67.27, 904
"Mandarina", 18.81, 870
"Frutilla", 308.82, 348
"Kiwi", 445.75, 436
"Melón", 101.33, 464
"Cebolla", 65.31, 648
"Zanahoria", 26.97, 678
"Durazno", 147.00, 680
"Durazno", 165.56, 664
"Lima", 1237.69, 176
"Morrón", 3061.34, 594
"Banana", 66.59, 880
"Coliflor", 32.11, 500
"Frutilla", 298.34, 312
"Banana", 53.57, 1060
"Banana", 54.29, 880
"Sandía", 61.55, 720
"Palta", 1121.90, 472
"Naranja", 20.87, 870
"TomCherry", 547.87, 206
"Batata", 20.18, 830
"Alcachofa", 138.44, 291
"Lima", 1244.98, 190
"Caqui", 855.04, 115
"Limon", 312.31, 812
"Sandía", 66.95, 981
"Choclo", 62.73, 312
"Mandarina", 8.05, 920
"Rabanito", 225.85, 351
"Coliflor", 24.67, 585
"Lima", 1217.38, 234
"Cebolla", 76.96, 848
"Berenjena", 51.10, 528
"Zanahoria", 32.74, 696
"Frutilla", 277.04, 279
"Batata", 31.38, 1050
"Cereza", 1004.32, 186
"TomCherry", 564.32, 198
"Lima", 1398.13, 228
"Lima", 1179.36, 222
"Naranja", 18.00, 1010
"Caqui", 817.06, 102
"Palta", 1145.32, 320
"Papa", 16.63, 1060
"Espárrago", 638.27, 160
"Palta", 1113.64, 356
"Zanahoria", 27.13, 612
"Durazno", 132.27, 776
"Repollo", 7.06, 756
"Berenjena", 54.59, 576
"Limon", 310.83, 840
"Repollo", 4.90, 721
"Batata", 24.03, 910
"Durazno", 120.61, 744
"Kiwi", 432.27, 468
"Kinoto", 39.43, 208
"Mandarina", 16.43, 1010
"Apio", 53.64, 357
"Pera", 151.86, 1110
"Durazno", 288.36, 688
"Choclo", 57.75, 255
"Durazno", 295.27, 768
"Cebolla", 56.91, 848
"Zuccini", 72.83, 564
"Lima", 1220.45, 168
"Pepino", 36.39, 565
"Frutilla", 308.78, 258
"Cereza", 1057.70, 184
"Rabanito", 245.54, 255
"Apio", 49.97, 261
"Limon", 294.72, 693
"Durazno", 277.32, 920
"Durazno", 178.57, 696
"Kinoto", 31.52, 240
"Manzana", 143.37, 970
"Mandarina", 16.59, 1190
"Repollo", 2.33, 665
"Cebolla", 69.81, 928
"Morrón", 2937.58, 720
"Batata", 21.34, 1040
"Papa", 13.80, 1120
"Pomelo", 54.92, 1035
"Cereza", 1093.86, 174
"Choclo", 64.20, 324
"Lima", 1263.48, 218
"Melón", 99.61, 468
"Zuccini", 80.88, 528
"Calabaza", 17.01, 776
"Cebolla", 79.04, 936
"Choclo", 62.26, 288
"Kiwi", 405.91, 412
"Cebolla", 69.86, 752
"Zuccini", 68.08, 558
"Durazno", 171.23, 736
"Kinoto", 37.49, 166
"Choclo", 55.84, 357
"Frambuesa", 2167.09, 86
"Coliflor", 26.42, 555
"Zanahoria", 32.25, 498
"Cereza", 1018.79, 214
"Frutilla", 270.02, 354
"Brócoli", 346.07, 396
"Naranja", 8.00, 850
"Apio", 66.64, 309
"Cebolla", 63.60, 648
"Zuccini", 79.70, 588
"Palta", 529.10, 475
"Berenjena", 48.49, 642
"Cebolla", 54.38, 744
"Berenjena", 69.39, 498
"Frutilla", 272.17, 300
"Brócoli", 387.66, 424
"Apio", 51.14, 240
"Manzana", 139.29, 1030
"Cebolla", 85.23, 848
"Frutilla", 289.88, 264
"Mandarina", 25.20, 830
"Lechuga", 37.70, 927
"Rabanito", 251.72, 345
"Repollo", 5.50, 833
"Naranja", 9.26, 1000
"Ajo", 845.61, 112
"Frambuesa", 2027.13, 87
"Alcachofa", 162.79, 336
"Mandarina", 14.79, 1010
"Zuccini", 78.42, 720
"Melón", 106.12, 432
"Lechuga", 30.35, 873
"Ajo", 906.08, 87
"Frutilla", 279.87, 324
"Pera", 150.59, 820
"Lima", 1178.10, 224
"Sandía", 60.59, 765
"Acelga", 20.31, 729
"Higo", 2547.98, 108
"Durazno", 251.63, 960
"Mandarina", 16.03, 960
"Repollo", 9.58, 588
"Papa", 15.03, 990
"Palta", 1144.60, 436
"Tomate", 721.15, 909
"Champignon", 3589.36, 120
"Berenjena", 56.73, 702
"Ajo", 932.37, 83
"Limon", 323.23, 588
"Repollo", 6.08, 784
"Champignon", 3590.94, 96
"Lima", 1068.30, 198
"Tomate", 723.97, 891
"Batata", 18.37, 810
"Pepino", 30.12, 445
"Espárrago", 670.30, 232
"Morrón", 2920.18, 528
"TomCherry", 511.02, 190
"Kiwi", 446.04, 396
"Caqui", 824.84, 80
"Champignon", 3655.27, 106
"Frambuesa", 2127.52, 120
"Mandarina", 17.72, 900
"Durazno", 186.56, 648
"Naranja", 12.83, 1030
"Repollo", 6.32, 763
"Ajo", 901.18, 100
"Manzana", 122.88, 950
"Lima", 1208.79, 186
"Frutilla", 285.49, 291
"Caqui", 847.47, 100
"Cereza", 1097.82, 202
"Choclo", 65.26, 258
"Rabanito", 221.48, 240
"Repollo", 6.64, 777
"Rabanito", 253.27, 309
"Ciruela", 942.81, 783
"Lima", 1076.69, 170
"Zuccini", 94.52, 720
"Kinoto", 26.11, 198
"Durazno", 139.14, 920
"Batata", 19.56, 1000
"Rabanito", 219.15, 273
"Ciruela", 978.78, 954
"Repollo", 6.76, 665
"Zuccini", 86.60, 618
"Sandía", 66.73, 882
"Brócoli", 340.95, 396
"Naranja", 17.41, 930
"Naranja", 13.96, 1120
"Frutilla", 296.73, 351
"Mandarina", 22.12, 1190
"Alcachofa", 145.95, 276
"Palta", 1161.65, 380
"Zuccini", 79.57, 516
"TomCherry", 555.31, 200
"Ajo", 906.32, 95
"Manzana", 137.61, 820
"Rabanito", 217.17, 318
"Espárrago", 625.13, 220
"Durazno", 261.99, 824
"Uva", 670.91, 300
"Cereza", 992.60, 188
"Acelga", 20.48, 774
"TomCherry", 516.85, 174
"Lima", 1244.40, 182
"Lima", 1188.70, 176
"Champignon", 3570.09, 120
"Manzana", 124.45, 1020
"Cereza", 1014.76, 206
"Zanahoria", 46.95, 654
"Naranja", 17.96, 960
"Naranja", 9.10, 1000
"Berenjena", 61.06, 540
"Higo", 2590.15, 93
"Apio", 57.55, 342
"Coliflor", 26.31, 505
"Frutilla", 286.93, 261
"Champignon", 3599.36, 111
"Lima", 1136.27, 178
"Ciruela", 1004.72, 801
"Champignon", 3558.43, 80
"Batata", 10.10, 1110
"Repollo", 6.15, 616
"Durazno", 135.73, 736
"Morrón", 2856.52, 552
"Naranja", 9.98, 950
"Melón", 109.05, 440
"Uva", 728.32, 273
"Coliflor", 28.20, 460
"Melón", 117.58, 416
"Kinoto", 26.77, 210
"Frutilla", 295.03, 249
"Batata", 21.65, 1090
"Frambuesa", 1956.53, 84
"Choclo", 59.34, 240
"Durazno", 154.99, 752
"Mandarina", 19.85, 900
"Lechuga", 39.57, 738
"Lechuga", 29.17, 774
"Frambuesa", 2091.25, 94
"Palta", 460.45, 435
"Banana", 61.50, 870
"Morrón", 3076.25, 672
"Apio", 60.29, 276
"Apio", 59.80, 300
"Pera", 152.35, 930
"Zanahoria", 37.08, 624
"Pomelo", 47.94, 729
"Frutilla", 277.62, 330
"Apio", 53.04, 291
"Frambuesa", 2001.52, 104
"Rabanito", 229.66, 357
"Choclo", 61.37, 300
"Durazno", 129.37, 736
"Kinoto", 36.92, 202
"Limon", 288.29, 672
"Ajo", 885.50, 101
"Caqui", 826.60, 88
"Cereza", 1028.69, 174
"Cebolla", 54.61, 672
"Cereza", 1000.08, 206
"Zuccini", 82.51, 504
"Banana", 67.92, 1100
"Tomate", 742.94, 963
"Espárrago", 602.93, 176
"Lima", 1193.81, 240
"Frambuesa", 2081.06, 81
"Repollo", -0.19, 756
"Berenjena", 54.03, 624
"Tomate", 749.66, 936
"Mandarina", 23.29, 1200
"Espárrago", 596.57, 198
"Manzana", 146.57, 1150
"Mandarina", 16.01, 1130
"Calabaza", 19.72, 648
"Morrón", 2906.48, 570
"Cereza", 1041.36, 186
"Limon", 325.91, 735
"Pepino", 33.33, 490
"Batata", 32.96, 890
"Tomate", 738.59, 900
"Berenjena", 46.49, 714
"Cereza", 1048.29, 178
"Repollo", 4.89, 777
"Champignon", 3626.37, 105
"Sandía", 57.84, 1080
"Melón", 103.05, 324
"Palta", 1128.07, 468
"Alcachofa", 135.10, 255
"Repollo", 1.92, 637
"Ciruela", 931.11, 1035
"Naranja", 26.42, 1000
"Morrón", 3036.49, 648
"Kiwi", 444.17, 436
"Naranja", 14.69, 860
"Batata", 23.15, 890
"Ciruela", 987.97, 1026
"Coliflor", 26.19, 500
"Manzana", 133.90, 950
"Palta", 482.21, 555
"Ajo", 900.83, 100
"Berenjena", 44.97, 522
"Lechuga", 41.08, 1044
"Alcachofa", 145.25, 252
"Durazno", 273.80, 832
"Higo", 2562.15, 111
"Durazno", 174.70, 896
"Durazno", 275.40, 728
"Manzana", 110.67, 850
"Mandarina", 16.84, 1050
"Apio", 57.59, 240
"Acelga", 23.64, 765
"Ciruela", 996.90, 909
"Lima", 1041.05, 202
"Cereza", 1030.18, 160
"Uva", 683.33, 360
"Frutilla", 275.05, 303
"Mandarina", 17.85, 910
"Repollo", 6.54, 644
"Lima", 1312.85, 166
"Higo", 2565.57, 105
"TomCherry", 553.07, 202
"Coliflor", 26.00, 500
"Higo", 2500.98, 88
"Berenjena", 70.16, 522
"Calabaza", 18.49, 768
"Uva", 682.21, 333
"Banana", 52.16, 1030
"Manzana", 169.74, 1070
"Kiwi", 434.61, 392
"Durazno", 138.83, 888
"Lima", 1251.33, 222
"Acelga", 20.74, 801
"Mandarina", 26.91, 910
"Ajo", 894.72, 97
"Naranja", 6.24, 1200
"Lima", 976.66, 224
"Kiwi", 423.90, 448
"Berenjena", 58.96, 534
"Ciruela", 973.68, 882
"Lima", 1402.77, 236
"Lima", 1206.22, 200
"Caqui", 803.68, 101
"Zuccini", 91.62, 600
"Manzana", 136.93, 1200
"Zanahoria", 25.30, 582
"TomCherry", 519.52, 214
"Higo", 2520.71, 95
"Champignon", 3686.65, 98
"Alcachofa", 147.93, 339
"Kiwi", 444.59, 412
"Brócoli", 350.17, 428
"Kinoto", 38.29, 230
"Frambuesa", 2065.78, 85
"Pomelo", 40.92, 810
"Naranja", 23.28, 1050
"Lima", 1211.63, 232
"Kiwi", 413.72, 376
"Naranja", 21.33, 810
"Espárrago", 586.98, 206
"Durazno", 164.82, 752
"Kiwi", 423.80, 372
"Rabanito", 221.83, 351
"Pera", 172.39, 1200
"Repollo", 2.75, 581
"Batata", 16.52, 1060
"Kiwi", 439.24, 328
"Alcachofa", 135.33, 354
"Papa", 18.27, 1140
"Lima", 1012.31, 218
"Naranja", 26.00, 1050
"Naranja", 8.27, 1010
"Mandarina", 20.36, 1160
"Zanahoria", 23.94, 480
"TomCherry", 539.03, 210
"Palta", 475.91, 435
"Naranja", 11.68, 800
"Banana", 65.91, 1190
"Acelga", 22.12, 918
"Mandarina", 12.08, 1060
"Naranja", 15.28, 850
"Tomate", 793.03, 810
"Alcachofa", 142.29, 303
"Kiwi", 380.66, 444
"Lima", 1039.80, 204
"Manzana", 160.97, 900
"Repollo", 7.18, 574
"Palta", 480.16, 490
"Repollo", 2.82, 777
"Higo", 2517.47, 115
"Tomate", 700.70, 945
"Naranja", 8.40, 910
"Frutilla", 296.63, 348
"Lima", 1285.24, 230
"Cebolla", 59.20, 928
"Lima", 1011.07, 222
"Frambuesa", 2008.52, 88
"Lima", 1328.33, 194
"Palta", 525.12, 480
"Mandarina", 25.04, 1170
"TomCherry", 516.28, 196
"Acelga", 22.57, 792
"Pera", 140.01, 1050
"Lima", 1076.68, 184
"Mandarina", 14.86, 1100
"Caqui", 795.25, 92
"Palta", 1108.24, 324
"Uva", 658.60, 252
"Kinoto", 37.57, 190
"Ajo", 853.52, 98
"Durazno", 133.64, 680
"Lima", 1396.95, 166
"Frambuesa", 2088.90, 95
"Champignon", 3675.05, 91
"Lima", 1018.23, 226
"Frutilla", 285.84, 330
"Durazno", 267.47, 840
"Cereza", 993.22, 226
"Naranja", 17.73, 940
"Durazno", 141.64, 728
"Lima", 1210.03, 200
"Caqui", 846.83, 97
"Calabaza", 23.70, 872
"Berenjena", 28.72, 480
"Mandarina", 20.36, 830
"Berenjena", 61.46, 666
"Lima", 1199.10, 216
"Kinoto", 32.13, 230
"Kinoto", 41.48, 208
"Cebolla", 55.31, 640
"Lechuga", 41.69, 954
"Limon", 310.64, 658
"Champignon", 3610.35, 96
"Espárrago", 653.30, 224
"Lechuga", 30.24, 1071
"Frutilla", 276.76, 273
"Batata", 16.81, 1020
"Zuccini", 94.03, 498
"Choclo", 48.65, 285
"TomCherry", 558.29, 204
"Morrón", 2965.01, 606
"Champignon", 3517.89, 113
"TomCherry", 572.11, 224
"Palta", 479.93, 405
"Higo", 2537.62, 116
"Repollo", 3.72, 679
"Durazno", 259.00, 768
"Coliflor", 28.73, 540
"Batata", 24.29, 1080
"Manzana", 118.45, 1200
"TomCherry", 542.15, 190
"Naranja", 7.90, 810
"Durazno", 283.66, 896
"Batata", 19.92, 1120
"Ciruela", 956.04, 945
"Pera", 148.12, 930
"Apio", 56.68, 315
"Pera", 131.37, 970
"Cereza", 1084.65, 166
"Naranja", 11.23, 910
"Pera", 145.85, 1170
"Frutilla", 267.82, 258
"Lima", 1196.69, 182
"Tomate", 782.82, 1080
"Melón", 103.14, 464
"Durazno", 162.58, 944
"Acelga", 23.45, 900
"Apio", 78.56, 261
"Cereza", 1016.27, 224
"Lima", 1113.11, 164
"Ajo", 854.42, 104
"Higo", 2563.04, 116
"Lechuga", 43.38, 747
"Pera", 118.84, 880
"Zuccini", 83.11, 654
"Lima", 1193.46, 224
"Limon", 291.98, 770
"Papa", 12.04, 1050
"Banana", 51.28, 870
"Mandarina", 26.37, 1130
"Alcachofa", 150.53, 297
"Cereza", 1065.25, 234
"Ajo", 901.73, 91
"Uva", 667.55, 336
"Palta", 1101.46, 464
"Cebolla", 69.88, 816
"Melón", 96.85, 360
"Ajo", 893.98, 82
"Durazno", 268.40, 640
"Pomelo", 49.09, 963
"Morrón", 2970.37, 612
"Choclo", 57.86, 351
"Pepino", 29.15, 435
"Lima", 1050.36, 208
"Palta", 1132.91, 344
"Berenjena", 54.47, 702
"Pomelo", 38.98, 810
"Mandarina", 18.17, 800
"Sandía", 50.16, 855
"Pera", 160.39, 860
"Melón", 119.58, 376
"Lima", 983.46, 194
"Frutilla", 257.97, 252
"Ajo", 927.74, 89
"Frutilla", 293.50, 315
"Mandarina", 29.85, 930
"Naranja", 16.65, 960
"Banana", 64.06, 950
"Kiwi", 449.30, 388
"Mandarina", 15.05, 910
"Lima", 1394.53, 190
"Ciruela", 966.18, 927
"Ciruela", 992.06, 855
"Espárrago", 621.29, 160
"Kiwi", 458.69, 460
"Higo", 2512.80, 84
"Naranja", 10.82, 1140
"Berenjena", 65.42, 600
"Alcachofa", 161.60, 282
"Repollo", 6.03, 826
"Pepino", 37.19, 510
"Naranja", 20.95, 970
"Acelga", 16.42, 1017
"Frutilla", 281.25, 351
"Lima", 1251.41, 224
"Banana", 59.45, 1190
"Manzana", 137.03, 870
"Kiwi", 376.01, 396
"TomCherry", 575.35, 200
"Kiwi", 434.88, 340
"Durazno", 177.11, 720
"Naranja", 8.31, 860
"Naranja", 17.01, 1090
"Caqui", 835.54, 87
"Rabanito", 230.82, 303
"Palta", 1156.00, 408
"Banana", 63.43, 1050
"Melón", 115.20, 352
"Durazno", 168.42, 744
"Zanahoria", 37.97, 600
"Apio", 64.40, 303
"Brócoli", 357.97, 420
"Frambuesa", 2027.62, 106
"Rabanito", 229.83, 249
"Champignon", 3679.29, 88
"Lima", 1322.48, 224
"Durazno", 169.23, 704
"Pomelo", 42.31, 1080
"Cereza", 1023.51, 226
"Palta", 448.85, 400
"Zanahoria", 35.45, 492
"Zuccini", 75.17, 648
"Batata", 21.69, 890
"Lima", 1424.07, 190
"Mandarina", 26.06, 830
"Uva", 678.15, 282
"Naranja", 13.88, 1200
"Pera", 177.38, 1020
"Tomate", 741.07, 981
"Lima", 1319.37, 196
"Morrón", 2982.71, 504
"Espárrago", 614.39, 180
"Kiwi", 439.90, 380
"Mandarina", 17.48, 900
"Durazno", 198.92, 960
"Apio", 70.34, 252
"Ajo", 912.64, 118
"Batata", 13.70, 880
"Lima", 1266.07, 218
"Morrón", 2946.67, 600
"Mandarina", 15.62, 920
"Brócoli", 338.52, 368
"Acelga", 17.95, 1008
"Sandía", 62.40, 1035
"Lima", 1286.52, 238
"Frutilla", 280.28, 258
"Melón", 112.80, 460
"Pepino", 45.98, 440
"Tomate", 783.31, 1044
"Alcachofa", 143.78, 357
"Alcachofa", 138.45, 339
"Berenjena", 51.04, 642
"Brócoli", 336.37, 328
"Ajo", 914.61, 115
"Coliflor", 29.31, 590
"Ajo", 873.15, 110
"Mandarina", 17.57, 870
"Frutilla", 266.62, 303
"Cebolla", 69.51, 824
"Champignon", 3546.63, 109
"Uva", 694.89, 339
"Tomate", 727.49, 1008
"Mandarina", 7.57, 1030
"Tomate", 781.70, 1053
"Pera", 167.44, 810
"Naranja", 10.72, 1190
"Batata", 15.85, 1060
"Lima", 1048.25, 220
"Naranja", 8.59, 1130
"Kiwi", 403.18, 344
"Alcachofa", 146.17, 252
"Coliflor", 34.08, 505
"Ciruela", 995.16, 954
"Alcachofa", 123.79, 258
"Champignon", 3514.83, 114
"Repollo", 5.17, 812
"Banana", 72.02, 1150
"Zanahoria", 38.25, 648
"Apio", 63.42, 321
"Repollo", 5.83, 728
"Papa", 22.28, 1080
"Durazno", 150.47, 656
"Morrón", 2965.77, 678
"Apio", 52.69, 351
"Ciruela", 968.96, 972
"Morrón", 2940.62, 648
"Alcachofa", 147.19, 300
"Melón", 105.68, 432
"Tomate", 730.86, 1080
"Apio", 66.92, 270
"Banana", 67.12, 1100
"Rabanito", 234.12, 273
"Manzana", 156.88, 1200
"Papa", 21.91, 890
"Lima", 1204.86, 238
"Durazno", 195.20, 952
"Palta", 1114.15, 372
"Rabanito", 225.22, 246
"Calabaza", 26.36, 808
"Zuccini", 78.52, 498
"Champignon", 3616.15, 114
"Rabanito", 213.27, 246
"Zanahoria", 32.72, 606
"Coliflor", 33.84, 425
"Lechuga", 42.59, 945
"Lima", 1211.85, 196
"Banana", 59.35, 850
"Mandarina", 20.57, 1110
"Durazno", 163.57, 792
"Tomate", 710.42, 729
"TomCherry", 559.03, 186
"Palta", 543.57, 555
"Palta", 1134.69, 372
"Alcachofa", 139.61, 297
"Rabanito", 245.90, 300
"Banana", 69.49, 1070
"Espárrago", 607.16, 232
"Lima", 1051.43, 166
"Cebolla", 64.71, 832
"Cebolla", 70.06, 928
"Palta", 494.69, 495
"Espárrago", 609.68, 162
"Lima", 1418.84, 190
"Kiwi", 452.95, 432
"Palta", 1161.79, 384
"Choclo", 58.32, 261
"Pomelo", 39.84, 963
"Pomelo", 38.30, 918
"Kiwi", 396.40, 440
"Pera", 153.60, 1180
"Choclo", 56.43, 327
"Espárrago", 673.88, 198
"Sandía", 61.26, 999
"Naranja", 19.49, 980
"Batata", 15.06, 1000
"Choclo", 46.48, 270
"Durazno", 284.60, 944
"Palta", 505.24, 430
"Lima", 1054.58, 230
"Durazno", 163.40, 640
"Naranja", 14.98, 810
"Higo", 2509.92, 106
"Palta", 1159.01, 416
"Pepino", 42.45, 575
"Durazno", 270.75, 832
"Acelga", 22.02, 873
"Zuccini", 75.72, 516
"Durazno", 276.36, 816
"Pera", 156.54, 980
"Lechuga", 33.91, 954
"Calabaza", 13.50, 776
"Pomelo", 38.95, 765
"Pera", 159.55, 1060
"Higo", 2564.37, 114
"Durazno", 125.25, 656
"Champignon", 3642.24, 117
"Apio", 57.56, 321
"Alcachofa", 145.47, 255
"Naranja", 11.95, 1070
"Coliflor", 17.49, 415
"Choclo", 72.89, 306
"Pomelo", 41.66, 900
"Lima", 1233.26, 226
"Berenjena", 63.49, 558
"Zuccini", 79.04, 594
"Durazno", 260.19, 872
"Berenjena", 63.31, 570
